0.0677965,0.0416665,0.222222,0.65
0.0677965,0.0416665,0.1666665,0.4166665
0.0508475,0.0416665,0.111111,0.5
0.084746,0.0416665,0.0833335,0.4583335
0.0677965,0.0416665,0.1944445,0.65
0.118644,0.125,0.3055555,0.8
0.0677965,0.0833335,0.0833335,0.6
0.084746,0.0416665,0.1944445,0.6
0.0677965,0.0416665,0.027778,0.375
0.084746,0.0,0.1666665,0.4583335
0.084746,0.0416665,0.3055555,0.7
0.101695,0.0416665,0.138889,0.6
0.0677965,0.0,0.138889,0.4166665
0.016949,0.0,0.0,0.4166665
0.0338985,0.0416665,0.4166665,0.85
0.084746,0.125,0.388889,1.0
0.0508475,0.125,0.3055555,0.8
0.0677965,0.0833335,0.222222,0.65
0.118644,0.0833335,0.388889,0.75
0.084746,0.0833335,0.222222,0.75
0.118644,0.0416665,0.3055555,0.6
0.084746,0.125,0.222222,0.7
0.0,0.0416665,0.0833335,0.65
0.118644,0.1666665,0.222222,0.55
0.1525425,0.0416665,0.138889,0.6
0.101695,0.0416665,0.1944445,0.4166665
0.101695,0.125,0.1944445,0.6
0.084746,0.0416665,0.25,0.65
0.0677965,0.0416665,0.25,0.6
0.101695,0.0416665,0.111111,0.5
0.101695,0.0416665,0.138889,0.4583335
0.084746,0.125,0.3055555,0.6
0.084746,0.0,0.25,0.9
0.0677965,0.0416665,0.3333335,0.9
0.084746,0.0,0.1666665,0.4583335
0.0338985,0.0416665,0.1944445,0.5
0.0508475,0.0416665,0.3333335,0.65
0.084746,0.0,0.1666665,0.4583335
0.0508475,0.0416665,0.027778,0.4166665
0.084746,0.0416665,0.222222,0.6
0.0508475,0.0833335,0.1944445,0.65
0.0508475,0.0833335,0.0555555,0.125
0.0508475,0.0416665,0.027778,0.5
0.101695,0.2083335,0.1944445,0.65
0.1525425,0.125,0.222222,0.75
0.0677965,0.0833335,0.138889,0.4166665
0.101695,0.0416665,0.222222,0.75
0.0677965,0.0416665,0.0833335,0.5
0.084746,0.0416665,0.277778,0.7
0.0677965,0.0416665,0.1944445,0.55
0.65,0.55,0.75,0.5
0.6,0.6,0.6,0.5
0.65,0.6,0.7,0.4583335
0.5,0.5,0.3333335,0.125
0.6,0.6,0.6,0.3333335
0.6,0.5,0.388889,0.3333335
0.65,0.6,0.55,0.55
0.3898305,0.375,0.1666665,0.1666665
0.6,0.5,0.65,0.375
0.4915255,0.55,0.25,0.2916665
0.423729,0.375,0.1944445,0.0
0.55,0.6,0.4444445,0.4166665
0.5,0.375,0.472222,0.0833335
0.65,0.55,0.5,0.375
0.440678,0.5,0.361111,0.375
0.6,0.55,0.65,0.4583335
0.6,0.6,0.361111,0.4166665
0.55,0.375,0.4166665,0.2916665
0.6,0.6,0.55,0.0833335
0.4915255,0.4166665,0.361111,0.2083335
0.65,0.7,0.4444445,0.5
0.5,0.5,0.5,0.3333335
0.65,0.6,0.55,0.2083335
0.65,0.4583335,0.5,0.3333335
0.55,0.5,0.6,0.375
0.6,0.55,0.65,0.4166665
0.65,0.55,0.7,0.3333335
0.7,0.65,0.65,0.4166665
0.6,0.6,0.472222,0.375
0.423729,0.375,0.388889,0.25
0.474576,0.4166665,0.3333335,0.1666665
0.457627,0.375,0.3333335,0.1666665
0.4915255,0.4583335,0.4166665,0.2916665
0.7,0.6,0.472222,0.2916665
0.6,0.6,0.3055555,0.4166665
0.6,0.6,0.472222,0.6
0.65,0.6,0.65,0.4583335
0.6,0.5,0.55,0.125
0.55,0.5,0.361111,0.4166665
0.5,0.5,0.3333335,0.2083335
0.6,0.4583335,0.3333335,0.25
0.6,0.55,0.5,0.4166665
0.5,0.4583335,0.4166665,0.25
0.3898305,0.375,0.1944445,0.125
0.55,0.5,0.361111,0.2916665
0.55,0.4583335,0.388889,0.4166665
0.55,0.5,0.388889,0.375
0.55,0.5,0.55,0.375
0.338983,0.4166665,0.222222,0.2083335
0.55,0.5,0.388889,0.3333335
0.85,1.0,0.55,0.55
0.7,0.75,0.4166665,0.2916665
0.85,0.85,0.8,0.4166665
0.8,0.7,0.55,0.375
0.8,0.9,0.6,0.4166665
0.95,0.85,0.9,0.4166665
0.6,0.65,0.1666665,0.2083335
0.9,0.7,0.85,0.375
0.8,0.7,0.65,0.2083335
0.85,1.0,0.8,0.65
0.7,0.8,0.6,0.5
0.75,0.75,0.6,0.2916665
0.75,0.85,0.7,0.4166665
0.7,0.8,0.388889,0.2083335
0.7,0.95,0.4166665,0.3333335
0.75,0.9,0.6,0.5
0.75,0.7,0.6,0.4166665
0.95,0.9,0.95,0.75
1.0,0.9,0.95,0.25
0.7,0.6,0.472222,0.0833335
0.8,0.9,0.7,0.5
0.65,0.8,0.361111,0.3333335
0.95,0.8,0.95,0.3333335
0.65,0.7,0.55,0.2916665
0.8,0.85,0.65,0.55
0.85,0.7,0.8,0.5
0.65,0.7,0.55,0.3333335
0.65,0.7,0.5,0.4166665
0.8,0.85,0.6,0.3333335
0.8,0.6,0.8,0.4166665
0.85,0.75,0.85,0.3333335
0.9,0.8,1.0,0.75
0.8,0.9,0.6,0.3333335
0.7,0.6,0.55,0.3333335
0.8,0.55,0.5,0.25
0.85,0.9,0.95,0.4166665
0.8,0.95,0.55,0.6
0.75,0.7,0.6,0.4583335
0.65,0.7,0.472222,0.4166665
0.75,0.85,0.7,0.4583335
0.8,0.95,0.65,0.4583335
0.7,0.9,0.7,0.4583335
0.7,0.75,0.4166665,0.2916665
0.85,0.9,0.7,0.5
0.8,1.0,0.65,0.55
0.7,0.9,0.65,0.4166665
0.7,0.75,0.55,0.2083335
0.7,0.8,0.6,0.4166665
0.75,0.9,0.55,0.6
0.7,0.7,0.4444445,0.4166665
